,type_of_property,price,number_of_bedrooms,surface,terrace,garden,swimming_pool,state_of_the_building,postal_code_score
4858,0.0,95000.0,-1.3807234510158166,-1.1591472816336355,0.0,0.0,0.0,1.0,-0.9728624284544125
4859,1.0,149000.0,0.17838266137271777,-0.19761690838798845,1.0,1.0,0.0,0.0,-0.9728624284544125
4860,1.0,419000.0,2.5170418299555193,1.4205683539034661,0.0,0.0,0.0,1.0,-0.9728624284544125
4861,1.0,215000.0,-0.6011703948215494,-0.3617806306494404,1.0,0.0,0.0,1.0,-0.9728624284544125
4862,1.0,175000.0,-0.6011703948215494,-0.7135600354954087,1.0,0.0,0.0,1.0,-0.9728624284544125
4863,0.0,265000.0,0.17838266137271777,-0.4438624917801663,0.0,0.0,0.0,1.0,-0.9728624284544125
4865,1.0,325000.0,0.17838266137271777,-0.3617806306494404,1.0,1.0,1.0,1.0,-0.9728624284544125
4866,1.0,550000.0,0.17838266137271777,0.08380661548878626,1.0,1.0,0.0,1.0,-0.9728624284544125
4867,1.0,429000.0,0.17838266137271777,0.33005219888096415,0.0,0.0,0.0,1.0,-0.9728624284544125
4868,0.0,135000.0,-1.3807234510158166,-1.1239693411490386,0.0,0.0,0.0,1.0,-0.9728624284544125
4869,1.0,190000.0,1.7374887737612523,-0.045179166288068805,0.0,1.0,0.0,0.0,-0.9728624284544125
4870,1.0,399000.0,0.17838266137271777,0.4121340600116901,1.0,0.0,0.0,1.0,-0.9728624284544125
4871,1.0,449000.0,4.076147942344053,1.2329526713189496,0.0,0.0,0.0,1.0,-0.9728624284544125
4872,1.0,490200.0,0.17838266137271777,0.6114757227577389,1.0,0.0,0.0,1.0,-0.9728624284544125
4873,1.0,395000.0,2.5170418299555193,0.4590379806578192,0.0,0.0,0.0,1.0,-0.9728624284544125
4874,1.0,239000.0,-0.6011703948215494,-0.7135600354954087,1.0,0.0,0.0,1.0,-0.9728624284544125
4875,1.0,975000.0,4.855700998538321,3.109109497164115,0.0,0.0,0.0,1.0,-0.9728624284544125
4876,1.0,219000.0,-0.6011703948215494,-0.09208308693419792,1.0,0.0,0.0,1.0,-0.9728624284544125
4877,1.0,376250.0,0.17838266137271777,0.10725857581185083,1.0,0.0,0.0,1.0,-0.9728624284544125
4879,1.0,448000.0,0.957935717566985,-0.15071298774185932,1.0,0.0,0.0,1.0,-0.9728624284544125
4880,1.0,437000.0,0.17838266137271777,0.10725857581185083,1.0,0.0,0.0,1.0,-0.9728624284544125
4881,1.0,165000.0,0.17838266137271777,-0.5024923925878277,0.0,0.0,0.0,1.0,-0.9728624284544125
4882,1.0,169000.0,-0.6011703948215494,0.0017247543580603117,1.0,0.0,0.0,1.0,-0.9728624284544125
4883,1.0,79000.0,0.17838266137271777,-0.06863112661113337,0.0,0.0,0.0,0.0,-0.9728624284544125
4884,1.0,442260.0,0.957935717566985,0.5059419013039483,1.0,0.0,0.0,1.0,-0.9728624284544125
4885,1.0,461246.0,0.17838266137271777,-0.1038090670957302,1.0,0.0,0.0,1.0,-0.9728624284544125
4886,1.0,299000.0,0.17838266137271777,1.0218850284113687,0.0,0.0,0.0,1.0,-0.9728624284544125
4887,1.0,275000.0,0.17838266137271777,0.31832621871943184,0.0,1.0,0.0,1.0,-0.9728624284544125
4888,1.0,620000.0,0.957935717566985,1.0687889490574978,1.0,0.0,1.0,1.0,-0.9728624284544125
4889,1.0,299000.0,0.957935717566985,0.21279239726564134,1.0,1.0,0.0,1.0,-0.9728624284544125
4890,1.0,299000.0,-0.6011703948215494,0.0017247543580603117,1.0,0.0,0.0,1.0,-0.9728624284544125
4891,1.0,365000.0,-2.160276507210084,0.5645718021116097,0.0,0.0,0.0,1.0,-0.9728624284544125
4893,1.0,170000.0,0.17838266137271777,-0.5259443529108923,0.0,0.0,0.0,1.0,-0.9728624284544125
4894,1.0,449000.0,0.17838266137271777,1.2564046316420143,1.0,0.0,0.0,1.0,-0.9728624284544125
4895,0.0,650000.0,0.957935717566985,1.0805149292190301,1.0,0.0,0.0,1.0,-0.9728624284544125
4896,0.0,369000.0,0.17838266137271777,-0.03345318612653653,1.0,0.0,0.0,1.0,-0.9728624284544125
4897,0.0,297000.0,-0.6011703948215494,-0.09208308693419792,1.0,0.0,0.0,1.0,-0.9728624284544125
4898,0.0,225000.0,-1.3807234510158166,-1.0418874800183127,0.0,0.0,0.0,1.0,-0.9728624284544125
4899,1.0,369000.0,0.957935717566985,1.3150345324496757,1.0,1.0,1.0,1.0,-0.9728624284544125
4900,1.0,280000.0,-0.6011703948215494,0.4004080798501578,1.0,0.0,0.0,1.0,-0.9728624284544125
4901,0.0,449000.0,-0.6011703948215494,-0.2914247496802467,1.0,0.0,0.0,1.0,-0.9728624284544125
4902,1.0,295000.0,0.17838266137271777,0.5528458219500775,1.0,0.0,0.0,1.0,-0.9728624284544125
4903,1.0,249000.0,0.17838266137271777,-0.08035710677266565,1.0,0.0,0.0,1.0,-0.9728624284544125
4904,1.0,215000.0,0.17838266137271777,-0.2679727893571821,1.0,1.0,0.0,1.0,-0.9728624284544125
4905,1.0,249000.0,0.17838266137271777,-0.08035710677266565,1.0,0.0,0.0,1.0,-0.9728624284544125
4906,1.0,425000.0,0.957935717566985,0.5059419013039483,1.0,1.0,1.0,1.0,-0.9728624284544125
4907,1.0,495000.0,1.7374887737612523,1.8661556000416928,1.0,0.0,0.0,1.0,-0.9728624284544125
4908,1.0,995000.0,2.5170418299555193,2.6635222510258876,1.0,1.0,0.0,1.0,-0.9728624284544125
4909,1.0,299000.0,0.17838266137271777,0.38868209968862555,1.0,0.0,0.0,1.0,-0.9728624284544125
4910,0.0,210000.0,-0.6011703948215494,-0.7252860156569411,1.0,0.0,0.0,1.0,-0.9728624284544125
4911,1.0,105000.0,-1.3807234510158166,-0.8777237577568606,0.0,0.0,0.0,1.0,-0.9728624284544125
4912,1.0,409000.0,0.957935717566985,0.04862867500418943,1.0,1.0,0.0,1.0,-0.9728624284544125
4913,1.0,495000.0,-2.160276507210084,0.10725857581185083,1.0,0.0,0.0,1.0,-0.9728624284544125
4914,1.0,210000.0,0.957935717566985,1.244678651480482,0.0,0.0,0.0,0.0,-0.9728624284544125
4915,0.0,650000.0,0.17838266137271777,1.0805149292190301,1.0,0.0,0.0,1.0,-0.9728624284544125
4916,0.0,412925.0,0.17838266137271777,-0.18589092822645617,1.0,0.0,0.0,1.0,-0.9728624284544125
4917,1.0,369000.0,0.957935717566985,1.3150345324496757,1.0,1.0,1.0,1.0,-0.9728624284544125
4918,0.0,795000.0,0.957935717566985,1.3736644332573371,1.0,1.0,0.0,1.0,-0.9728624284544125
4919,1.0,192000.0,0.17838266137271777,-0.37350661081097264,1.0,1.0,0.0,1.0,-0.9728624284544125
4920,0.0,395000.0,-0.6011703948215494,1.49092423487266,0.0,0.0,0.0,1.0,-0.9728624284544125
4921,1.0,170000.0,0.17838266137271777,-0.6666561148492797,0.0,1.0,0.0,0.0,-0.9728624284544125
4922,1.0,244900.0,-0.6011703948215494,0.20106641710410908,0.0,0.0,0.0,1.0,-0.9728624284544125
4923,1.0,303425.0,0.17838266137271777,-0.18589092822645617,1.0,1.0,0.0,1.0,-0.9728624284544125
4924,0.0,279500.0,-0.6011703948215494,0.5528458219500775,1.0,0.0,0.0,1.0,-0.9728624284544125
4925,1.0,159000.0,-0.6011703948215494,-0.9129016982414575,1.0,0.0,0.0,1.0,-0.9728624284544125
4926,1.0,419000.0,0.17838266137271777,0.6701056235654003,1.0,1.0,0.0,1.0,-0.9728624284544125
4927,1.0,395000.0,0.957935717566985,0.7990914053422553,1.0,1.0,0.0,1.0,-0.9728624284544125
4928,0.0,150000.0,-0.6011703948215494,-0.12726102741879478,0.0,1.0,0.0,0.0,-0.9728624284544125
4929,1.0,190000.0,-0.6011703948215494,-0.09208308693419792,1.0,0.0,0.0,1.0,-0.9728624284544125
4930,0.0,199000.0,-0.6011703948215494,-0.7370119958184733,0.0,1.0,0.0,1.0,-0.9728624284544125
4931,0.0,295000.0,-0.6011703948215494,0.7404615045345939,1.0,0.0,0.0,1.0,-0.9728624284544125
4932,1.0,219000.0,1.7374887737612523,0.8811732664729813,1.0,1.0,0.0,1.0,-0.9728624284544125
4933,1.0,235000.0,0.957935717566985,1.1391448300266915,0.0,0.0,0.0,1.0,-0.9728624284544125
4934,1.0,179000.0,0.957935717566985,-0.47904043226476317,1.0,1.0,0.0,0.0,-0.9728624284544125
4935,1.0,275000.0,0.17838266137271777,0.31832621871943184,1.0,1.0,1.0,1.0,-0.9728624284544125
4936,1.0,199500.0,0.957935717566985,-0.3852325909725049,1.0,1.0,0.0,1.0,-0.9728624284544125
4937,1.0,175000.0,0.17838266137271777,-0.6197521942031505,1.0,1.0,0.0,1.0,-0.9728624284544125
4938,0.0,169000.0,-0.6011703948215494,-0.7252860156569411,1.0,0.0,0.0,1.0,-0.9728624284544125
4939,1.0,137500.0,-0.6011703948215494,0.3417781790424964,1.0,1.0,0.0,0.0,-0.9728624284544125
4940,0.0,395000.0,-0.6011703948215494,1.49092423487266,0.0,0.0,0.0,1.0,-0.9728624284544125
4941,0.0,249000.0,-0.6011703948215494,-0.5611222933954891,1.0,0.0,0.0,1.0,-0.9728624284544125
4942,1.0,350000.0,0.957935717566985,0.31832621871943184,0.0,0.0,0.0,1.0,-0.9728624284544125
4943,0.0,425000.0,0.957935717566985,1.0805149292190301,1.0,1.0,0.0,1.0,-0.9728624284544125
4944,1.0,90000.0,-0.6011703948215494,-0.021727205965004246,0.0,1.0,0.0,1.0,-0.9728624284544125
4945,0.0,164000.0,0.17838266137271777,1.0218850284113687,0.0,0.0,0.0,1.0,-0.9728624284544125
4946,0.0,159000.0,-0.6011703948215494,-0.8190938569491992,0.0,0.0,0.0,1.0,-0.9728624284544125
4947,1.0,350000.0,0.957935717566985,0.31832621871943184,0.0,0.0,0.0,1.0,-0.9728624284544125
4948,0.0,179000.0,-1.3807234510158166,-0.7839159164646025,0.0,0.0,0.0,1.0,-0.9728624284544125
4949,1.0,289900.0,0.17838266137271777,-0.2796987695187144,1.0,0.0,0.0,1.0,-0.9728624284544125
4950,1.0,35000.0,-0.6011703948215494,-0.51421837274936,1.0,1.0,0.0,1.0,-0.9728624284544125
4951,1.0,179000.0,0.17838266137271777,-0.3969585711340372,0.0,0.0,0.0,1.0,-0.9728624284544125
4952,1.0,249000.0,0.957935717566985,1.2564046316420143,1.0,1.0,0.0,1.0,-0.9728624284544125
4953,1.0,109000.0,0.17838266137271777,-0.5611222933954891,0.0,1.0,0.0,1.0,-0.9728624284544125
4954,1.0,199000.0,0.17838266137271777,-0.3969585711340372,0.0,0.0,0.0,1.0,-0.9728624284544125
4955,1.0,185000.0,-0.6011703948215494,0.16588847661951223,1.0,1.0,0.0,1.0,-0.9728624284544125
4956,1.0,137500.0,-0.6011703948215494,-0.7370119958184733,1.0,1.0,0.0,0.0,-0.9728624284544125
4957,1.0,299000.0,0.957935717566985,0.31832621871943184,1.0,0.0,0.0,1.0,-0.9728624284544125
4958,0.0,189500.0,0.17838266137271777,0.4942159211424161,1.0,1.0,0.0,0.0,-0.9728624284544125
4959,0.0,180000.0,-0.6011703948215494,-0.7956418966261347,1.0,0.0,0.0,1.0,-0.9728624284544125
4960,0.0,169000.0,0.17838266137271777,-0.37350661081097264,0.0,0.0,0.0,1.0,-0.9728624284544125
4961,1.0,265000.0,0.17838266137271777,1.1391448300266915,1.0,1.0,0.0,1.0,-0.9728624284544125
4962,1.0,199000.0,0.17838266137271777,-0.30315072984177893,1.0,1.0,0.0,1.0,-0.9728624284544125
4963,1.0,145000.0,-0.6011703948215494,-0.5024923925878277,0.0,1.0,0.0,0.0,-0.9728624284544125
4965,1.0,240000.0,-0.6011703948215494,-0.05690514644960109,1.0,1.0,0.0,1.0,-0.9728624284544125
4966,1.0,240000.0,0.17838266137271777,0.5059419013039483,0.0,0.0,0.0,1.0,-0.9728624284544125
4967,1.0,179000.0,1.7374887737612523,-0.3266026901648435,0.0,1.0,0.0,1.0,-0.9728624284544125
4968,1.0,350000.0,-1.3807234510158166,-0.46731445210323086,0.0,1.0,0.0,1.0,-0.9728624284544125
4969,1.0,239500.0,0.957935717566985,-0.09208308693419792,1.0,1.0,0.0,1.0,-0.9728624284544125
4970,1.0,170000.0,-0.6011703948215494,-0.4204105314571018,1.0,0.0,0.0,1.0,-0.9728624284544125
4971,1.0,200000.0,0.17838266137271777,2.6869742113489523,0.0,1.0,0.0,0.0,-0.9728624284544125
4972,1.0,239000.0,0.17838266137271777,-0.12726102741879478,0.0,0.0,0.0,1.0,-0.9728624284544125
4973,1.0,457000.0,0.17838266137271777,0.6701056235654003,1.0,1.0,0.0,1.0,-0.9728624284544125
4974,1.0,189500.0,0.17838266137271777,-0.5024923925878277,1.0,1.0,0.0,1.0,-0.9728624284544125
4975,1.0,229000.0,0.17838266137271777,0.02517671468112487,0.0,1.0,0.0,0.0,-0.9728624284544125
4976,1.0,180000.0,0.17838266137271777,-0.5728482735570214,1.0,0.0,0.0,1.0,-0.9728624284544125
4977,1.0,288485.0,-0.6011703948215494,-0.4204105314571018,1.0,1.0,0.0,1.0,-0.9728624284544125
4978,1.0,124900.0,-0.6011703948215494,-0.7370119958184733,1.0,1.0,0.0,0.0,-0.9728624284544125
4979,1.0,189000.0,0.17838266137271777,-0.021727205965004246,1.0,1.0,0.0,1.0,-0.9728624284544125
4980,1.0,310000.0,0.957935717566985,-0.15071298774185932,0.0,1.0,0.0,1.0,-0.9728624284544125
4981,1.0,165000.0,-0.6011703948215494,-0.31487671000331124,0.0,0.0,0.0,1.0,-0.9728624284544125
4982,1.0,135000.0,-0.6011703948215494,-0.9480796387260544,1.0,0.0,0.0,1.0,-0.9728624284544125
4983,1.0,184000.0,-0.6011703948215494,-0.3617806306494404,1.0,1.0,0.0,1.0,-0.9728624284544125
4984,0.0,259500.0,-1.3807234510158166,-0.2093428885495207,1.0,0.0,0.0,1.0,-0.9728624284544125
4985,1.0,140000.0,-0.6011703948215494,-0.6901080751723442,0.0,1.0,0.0,0.0,-0.9728624284544125
4986,1.0,160000.0,0.957935717566985,-0.47904043226476317,1.0,1.0,0.0,1.0,-0.9728624284544125
4987,1.0,450000.0,1.7374887737612523,1.5495541356803213,1.0,1.0,0.0,1.0,-0.9728624284544125
4988,1.0,285000.0,0.17838266137271777,-0.15071298774185932,1.0,1.0,0.0,1.0,-0.9728624284544125
4989,1.0,179000.0,0.17838266137271777,0.06035465516572171,1.0,0.0,0.0,1.0,-0.9728624284544125
4990,0.0,156000.0,-0.6011703948215494,-0.3617806306494404,1.0,0.0,0.0,1.0,-0.9728624284544125
4991,1.0,170000.0,0.17838266137271777,-0.5611222933954891,0.0,0.0,0.0,1.0,-0.9728624284544125
4992,1.0,450000.0,0.957935717566985,1.0922409093805623,1.0,0.0,0.0,1.0,-0.9728624284544125
4993,1.0,330000.0,0.957935717566985,0.576297782273142,1.0,0.0,0.0,1.0,-0.9728624284544125
4994,1.0,335000.0,-0.6011703948215494,-0.5024923925878277,1.0,1.0,0.0,1.0,-0.9728624284544125
4995,0.0,220000.0,-0.6011703948215494,-0.5728482735570214,1.0,0.0,0.0,1.0,-0.9728624284544125
4996,1.0,195000.0,2.5170418299555193,0.7639134648576585,0.0,0.0,0.0,1.0,-0.9728624284544125
4997,1.0,190000.0,0.17838266137271777,-0.3617806306494404,1.0,0.0,0.0,1.0,-0.9728624284544125
4998,1.0,70000.0,-1.3807234510158166,-1.0887914006644417,1.0,0.0,0.0,0.0,-0.9728624284544125
4999,1.0,399000.0,0.17838266137271777,0.9163512069575781,1.0,1.0,0.0,1.0,-0.9728624284544125
5000,1.0,189000.0,-0.6011703948215494,0.03690269484265715,1.0,1.0,0.0,0.0,-0.9728624284544125
5001,1.0,295000.0,0.957935717566985,2.311742846179919,1.0,0.0,0.0,1.0,-0.9728624284544125
5002,1.0,195000.0,0.957935717566985,0.31832621871943184,1.0,1.0,0.0,1.0,-0.9728624284544125
5003,1.0,750000.0,4.076147942344053,1.1391448300266915,1.0,0.0,0.0,1.0,-0.9728624284544125
5004,1.0,125000.0,0.17838266137271777,-0.5493963132339569,0.0,0.0,0.0,1.0,-0.9728624284544125
5005,1.0,230000.0,0.17838266137271777,0.6818316037269325,1.0,1.0,0.0,1.0,-0.9728624284544125
5006,1.0,165000.0,0.957935717566985,-0.2679727893571821,0.0,0.0,0.0,1.0,-0.9728624284544125
5007,0.0,195000.0,-0.6011703948215494,-0.4204105314571018,0.0,0.0,0.0,1.0,-0.9728624284544125
5008,1.0,344000.0,0.17838266137271777,-0.15071298774185932,1.0,1.0,0.0,1.0,-0.9728624284544125
5009,1.0,45000.0,-1.3807234510158166,-1.44057080551041,0.0,0.0,0.0,1.0,-0.9728624284544125
5010,1.0,239000.0,0.17838266137271777,-0.2679727893571821,1.0,1.0,0.0,0.0,-0.9728624284544125
5011,1.0,99000.0,-0.6011703948215494,-0.8542717974337961,1.0,0.0,0.0,0.0,-0.9728624284544125
5012,0.0,229000.0,0.17838266137271777,-0.3617806306494404,1.0,0.0,0.0,1.0,-0.9728624284544125
5013,0.0,169000.0,-0.6011703948215494,-0.7839159164646025,0.0,0.0,0.0,1.0,-0.9728624284544125
5014,1.0,339000.0,0.17838266137271777,-0.15071298774185932,1.0,1.0,0.0,1.0,-0.9728624284544125
5015,1.0,105000.0,0.957935717566985,0.9046252267960458,0.0,0.0,0.0,0.0,-0.9728624284544125
5016,1.0,186000.0,-0.6011703948215494,-0.3852325909725049,0.0,1.0,0.0,0.0,-0.9728624284544125
5017,1.0,319000.0,0.17838266137271777,-0.2093428885495207,0.0,1.0,0.0,1.0,-0.9728624284544125
5018,1.0,259000.0,0.17838266137271777,-0.37350661081097264,1.0,1.0,0.0,1.0,-0.9728624284544125
5019,1.0,175000.0,0.17838266137271777,0.25969631791177045,1.0,1.0,0.0,1.0,-0.9728624284544125
5020,1.0,145000.0,0.17838266137271777,-0.13898700758032703,1.0,1.0,0.0,0.0,-0.9728624284544125
5021,1.0,225000.0,-0.6011703948215494,-0.2093428885495207,1.0,0.0,0.0,1.0,-0.9728624284544125
5022,0.0,149000.0,-0.6011703948215494,-0.7839159164646025,0.0,0.0,0.0,1.0,-0.9728624284544125
5023,1.0,169000.0,-0.6011703948215494,-0.2679727893571821,1.0,1.0,0.0,1.0,-0.9728624284544125
5024,1.0,69000.0,0.17838266137271777,-0.5024923925878277,0.0,0.0,0.0,0.0,-0.9728624284544125
5025,1.0,89000.0,0.17838266137271777,-0.4438624917801663,0.0,0.0,0.0,0.0,-0.9728624284544125
5026,1.0,488700.0,0.17838266137271777,0.365230139365561,1.0,1.0,0.0,1.0,-0.9728624284544125
5027,1.0,99000.0,0.17838266137271777,1.537828155518789,0.0,1.0,0.0,0.0,-0.9728624284544125
5028,1.0,105000.0,0.17838266137271777,0.08380661548878626,1.0,0.0,0.0,0.0,-0.9728624284544125
5029,1.0,115000.0,0.17838266137271777,-0.4438624917801663,0.0,0.0,0.0,0.0,-0.9728624284544125
5030,1.0,50000.0,-0.6011703948215494,-0.8542717974337961,0.0,0.0,0.0,0.0,-0.9728624284544125
5031,1.0,127500.0,0.17838266137271777,-0.6080262140416183,0.0,0.0,0.0,0.0,-0.9728624284544125
5032,1.0,209000.0,0.17838266137271777,0.31832621871943184,1.0,0.0,0.0,0.0,-0.9728624284544125
5033,1.0,125000.0,-0.6011703948215494,-0.5611222933954891,1.0,0.0,0.0,1.0,-0.9728624284544125
5034,1.0,155000.0,-0.6011703948215494,-0.9715315990491189,1.0,0.0,0.0,1.0,-0.9728624284544125
5035,1.0,315000.0,0.957935717566985,0.787365425180723,1.0,1.0,0.0,1.0,-0.9728624284544125
5036,0.0,435000.0,-0.6011703948215494,-0.3617806306494404,1.0,0.0,0.0,1.0,-0.9728624284544125
5037,0.0,226250.0,-0.6011703948215494,-0.6314781743646828,0.0,0.0,0.0,1.0,-0.9728624284544125
5038,1.0,288000.0,0.957935717566985,-0.2679727893571821,0.0,0.0,0.0,0.0,-0.9728624284544125
5039,1.0,210000.0,0.17838266137271777,-0.15071298774185932,1.0,1.0,0.0,1.0,-0.9728624284544125
5040,1.0,269000.0,0.957935717566985,-0.23279484887258528,1.0,1.0,0.0,1.0,-0.9728624284544125
5041,0.0,229000.0,-0.6011703948215494,-0.5024923925878277,1.0,1.0,0.0,1.0,-0.9728624284544125
5042,1.0,265000.0,0.17838266137271777,-0.19761690838798845,1.0,1.0,0.0,1.0,-0.9728624284544125
5043,1.0,590000.0,1.7374887737612523,3.0622055765179854,1.0,1.0,1.0,1.0,-0.9728624284544125
5044,1.0,375000.0,0.17838266137271777,1.2329526713189496,1.0,1.0,0.0,1.0,-0.9728624284544125
5045,0.0,159000.0,-1.3807234510158166,-0.9949835593721834,0.0,0.0,0.0,1.0,-0.9728624284544125
5047,1.0,449000.0,0.17838266137271777,-0.010001225803471969,1.0,1.0,1.0,1.0,-0.9728624284544125
5048,1.0,495000.0,1.7374887737612523,0.14243651629644766,1.0,1.0,0.0,1.0,-0.9728624284544125
5049,0.0,190000.0,-0.6011703948215494,-0.7839159164646025,1.0,0.0,0.0,1.0,-0.9728624284544125
5050,1.0,279000.0,0.957935717566985,0.4942159211424161,1.0,1.0,0.0,1.0,-0.9728624284544125
5051,0.0,185000.0,-0.6011703948215494,-0.7956418966261347,1.0,0.0,0.0,1.0,-0.9728624284544125
5052,0.0,170000.0,-0.6011703948215494,-0.03345318612653653,0.0,0.0,0.0,1.0,-0.9236271093141357
5053,1.0,315000.0,0.17838266137271777,-0.09208308693419792,1.0,1.0,0.0,1.0,-0.9236271093141357
5054,1.0,295000.0,0.17838266137271777,1.0218850284113687,0.0,1.0,0.0,1.0,-0.9236271093141357
5055,1.0,225000.0,0.957935717566985,2.311742846179919,1.0,1.0,0.0,0.0,-0.9236271093141357
5056,0.0,79000.0,-0.6011703948215494,-0.889449737918393,0.0,0.0,0.0,1.0,-0.9236271093141357
5057,1.0,285000.0,0.17838266137271777,0.4004080798501578,1.0,0.0,0.0,1.0,-0.9236271093141357
5058,1.0,365000.0,2.5170418299555193,0.8459953259883845,1.0,0.0,0.0,1.0,-0.9236271093141357
5059,1.0,264500.0,0.17838266137271777,-0.09208308693419792,0.0,1.0,0.0,1.0,-0.9236271093141357
5060,1.0,495000.0,0.957935717566985,1.1274188498651592,0.0,0.0,0.0,1.0,-0.9236271093141357
5061,1.0,360000.0,0.17838266137271777,1.1039668895420947,1.0,1.0,0.0,1.0,-0.9236271093141357
5062,1.0,175000.0,0.17838266137271777,-0.221068868711053,0.0,0.0,0.0,1.0,-0.9236271093141357
5063,1.0,259000.0,1.7374887737612523,0.1776144567810445,0.0,0.0,0.0,1.0,-0.9236271093141357
5064,1.0,350000.0,0.957935717566985,1.49092423487266,1.0,1.0,0.0,1.0,-0.9236271093141357
5065,1.0,350000.0,1.7374887737612523,0.20106641710410908,1.0,1.0,0.0,1.0,-0.9236271093141357
5066,1.0,199000.0,0.957935717566985,0.8459953259883845,0.0,0.0,0.0,0.0,-0.9236271093141357
5067,1.0,250000.0,0.17838266137271777,-0.15071298774185932,1.0,0.0,0.0,0.0,-0.9236271093141357
5068,1.0,215000.0,1.7374887737612523,0.21279239726564134,0.0,1.0,0.0,1.0,-0.9236271093141357
5069,1.0,369000.0,0.957935717566985,0.5528458219500775,1.0,0.0,0.0,1.0,-0.9236271093141357
5070,0.0,167000.0,-0.6011703948215494,-1.0536134601798448,1.0,0.0,0.0,1.0,-0.9236271093141357
5071,1.0,120000.0,-1.3807234510158166,-1.0653394403413772,1.0,0.0,0.0,1.0,-0.9236271093141357
5072,1.0,265000.0,1.7374887737612523,0.7756394450191908,0.0,1.0,0.0,1.0,-0.9236271093141357
5073,0.0,129000.0,-2.160276507210084,-1.2529551229258935,0.0,0.0,0.0,1.0,-0.9236271093141357
5074,1.0,549000.0,1.7374887737612523,1.959963441333951,0.0,1.0,0.0,1.0,-0.9236271093141357
5075,1.0,199000.0,0.957935717566985,-0.18589092822645617,1.0,1.0,0.0,1.0,-0.9236271093141357
5076,1.0,465000.0,0.957935717566985,1.0218850284113687,1.0,1.0,0.0,1.0,-0.9236271093141357
5077,0.0,222000.0,-0.6011703948215494,-0.7604639561415378,0.0,0.0,0.0,1.0,-0.9236271093141357
5078,1.0,950000.0,2.5170418299555193,1.9247855008493542,1.0,1.0,1.0,1.0,-0.9236271093141357
5079,0.0,169000.0,-0.6011703948215494,-0.8308198371107316,0.0,0.0,0.0,1.0,-0.9236271093141357
5080,1.0,680000.0,0.17838266137271777,0.8928992466345136,1.0,1.0,0.0,1.0,-0.9236271093141357
5081,0.0,280000.0,0.17838266137271777,-0.4204105314571018,1.0,0.0,0.0,1.0,-0.9236271093141357
5082,0.0,239500.0,-0.6011703948215494,-0.6783820950108119,1.0,0.0,0.0,1.0,-0.9236271093141357
5083,1.0,295000.0,0.957935717566985,0.7639134648576585,0.0,0.0,0.0,1.0,-0.9236271093141357
5084,1.0,385000.0,0.957935717566985,1.9013335405262897,0.0,1.0,0.0,1.0,-0.9236271093141357
5085,1.0,49000.0,-1.3807234510158166,-1.4992007063180715,1.0,0.0,0.0,1.0,-0.9236271093141357
5086,0.0,211000.0,-0.6011703948215494,-0.807367876787667,1.0,1.0,0.0,1.0,-0.9236271093141357
5087,1.0,84000.0,-0.6011703948215494,-1.1356953213105707,1.0,0.0,0.0,1.0,-0.9236271093141357
5088,1.0,255000.0,-0.6011703948215494,-0.5963002338800859,0.0,0.0,0.0,1.0,-0.9236271093141357
5089,1.0,255000.0,-0.6011703948215494,-0.6666561148492797,0.0,0.0,0.0,1.0,-0.9236271093141357
5090,1.0,890000.0,1.7374887737612523,2.546262449410565,0.0,0.0,0.0,1.0,-0.9236271093141357
5091,0.0,129000.0,-1.3807234510158166,-1.100517380825974,0.0,0.0,0.0,1.0,-0.9236271093141357
5092,1.0,202000.0,-0.6011703948215494,-0.9011757180799252,1.0,1.0,0.0,1.0,-0.9236271093141357
5093,1.0,210000.0,0.17838266137271777,0.4004080798501578,0.0,0.0,0.0,1.0,-0.9236271093141357
5094,0.0,215000.0,-0.6011703948215494,-0.7956418966261347,1.0,0.0,0.0,1.0,-0.9236271093141357
5095,1.0,160000.0,0.957935717566985,0.5997497425962066,0.0,0.0,0.0,0.0,-0.9236271093141357
5096,1.0,549000.0,1.7374887737612523,1.959963441333951,0.0,1.0,0.0,1.0,-0.9236271093141357
5097,1.0,650000.0,0.17838266137271777,0.0017247543580603117,1.0,1.0,0.0,1.0,-0.9236271093141357
5098,0.0,293000.0,-0.6011703948215494,-0.40868455129556946,0.0,0.0,0.0,1.0,-0.9236271093141357
5099,0.0,271000.0,-0.6011703948215494,-0.46731445210323086,1.0,0.0,0.0,1.0,-0.9236271093141357
5101,1.0,295000.0,0.17838266137271777,0.15416249645797994,1.0,0.0,0.0,1.0,-0.9236271093141357
5102,1.0,109000.0,0.17838266137271777,-0.3969585711340372,0.0,0.0,0.0,0.0,-0.9236271093141357
5106,1.0,890000.0,4.076147942344053,4.7155687792940375,1.0,0.0,0.0,1.0,-0.9236271093141357
5107,1.0,359000.0,0.957935717566985,0.31832621871943184,1.0,1.0,1.0,1.0,-0.9236271093141357
5108,1.0,75000.0,-0.6011703948215494,-1.3233110038950873,1.0,1.0,0.0,1.0,-0.9236271093141357
5110,1.0,75000.0,-0.6011703948215494,-1.2529551229258935,1.0,0.0,0.0,1.0,-0.9236271093141357
5111,1.0,320000.0,0.17838266137271777,1.162596790349756,0.0,0.0,0.0,1.0,-0.9236271093141357
5112,1.0,210000.0,0.957935717566985,0.7756394450191908,0.0,1.0,0.0,0.0,-0.9236271093141357
5113,1.0,300000.0,0.957935717566985,2.546262449410565,1.0,1.0,0.0,0.0,-0.9236271093141357
