,type_of_property,price,number_of_bedrooms,surface,terrace,garden,swimming_pool,state_of_the_building,province_score
13234,1,239000.0,0.18645343900427552,0.40933627303132974,0,0,0,1,0.7816393442622951
13235,0,274200.0,-0.5958083457423904,-0.7099117387067247,1,0,0,1,1.0163934426229508
13236,0,395000.0,0.18645343900427552,-0.5803146005054763,1,0,0,1,1.2754098360655737
13237,0,215000.0,-0.5958083457423904,-0.8630719929445638,0,0,0,1,1.0163934426229508
13238,0,175500.0,-0.5958083457423904,-0.6863486226701342,1,0,0,1,0.6524590163934426
13239,1,209000.0,-1.3780701304890564,-1.4285867778227388,0,0,0,1,1.0786885245901638
13240,1,219000.0,0.18645343900427552,0.8099092456533703,0,0,0,1,1.0786885245901638
13241,1,335000.0,0.18645343900427552,0.09123420653735635,1,1,0,1,1.1114754098360655
13242,0,174000.0,-1.3780701304890564,-0.8630719929445638,1,0,0,1,1.1114754098360655
13244,1,325000.0,0.18645343900427552,-0.33290188212127486,0,1,0,1,0.6524590163934426
13245,1,115000.0,0.18645343900427552,0.008763300409289177,0,0,0,0,0.6524590163934426
13246,0,420000.0,0.18645343900427552,-0.26221253401150296,0,0,0,1,1.1967213114754098
13247,0,430000.0,-0.5958083457423904,-0.5567514844688858,0,1,0,1,1.1114754098360655
13248,1,228000.0,-0.5958083457423904,-0.8512904349262685,0,0,0,1,1.0163934426229508
13249,0,345000.0,-0.5958083457423904,-0.6745670646518389,1,0,0,1,1.1967213114754098
13250,1,119000.0,-0.5958083457423904,-1.0869215952921747,0,1,0,1,0.7816393442622951
13251,1,395000.0,0.9687152237509414,0.267957576811786,1,1,0,1,1.1967213114754098
13252,0,895000.0,-0.5958083457423904,-1.0869215952921747,1,1,0,1,1.0163934426229508
13253,1,915000.0,0.18645343900427552,1.057321964037572,1,1,0,1,1.1114754098360655
13254,1,210000.0,0.9687152237509414,-0.026581373645596755,1,0,0,1,1.0786885245901638
13255,1,495000.0,1.7509770084976073,1.0337588480009812,0,0,0,1,1.1114754098360655
13256,1,260300.0,0.18645343900427552,-0.33290188212127486,0,0,0,1,0.6524590163934426
13258,1,567800.0,1.7509770084976073,0.9159432678180282,1,0,0,1,1.0786885245901638
13259,1,329000.0,0.18645343900427552,0.32686536690326257,0,1,0,1,1.1114754098360655
13260,1,730000.0,0.9687152237509414,1.3636424725132499,1,1,0,1,1.1967213114754098
13261,0,239000.0,-0.5958083457423904,-1.1104847113287655,1,0,0,1,1.0163934426229508
13262,0,445000.0,-1.3780701304890564,-1.134047827365356,0,0,0,1,1.0163934426229508
13263,0,725000.0,0.18645343900427552,0.09123420653735635,1,0,0,1,1.0163934426229508
13264,1,295000.0,0.18645343900427552,-0.014799815627301444,0,0,0,1,1.2754098360655737
13265,0,360000.0,-0.5958083457423904,-0.5567514844688858,1,0,0,1,1.1967213114754098
13266,0,315000.0,-0.5958083457423904,-0.8512904349262685,1,0,0,1,1.1114754098360655
13267,0,189000.0,-0.5958083457423904,-0.5449699264505904,1,0,0,1,1.0163934426229508
13268,0,520000.0,0.18645343900427552,-0.639222390596953,0,0,0,1,1.0163934426229508
13269,1,110000.0,-0.5958083457423904,-0.5920961585237717,0,0,0,0,0.7816393442622951
13270,0,400000.0,0.18645343900427552,0.09123420653735635,0,0,0,1,1.1967213114754098
13271,0,415000.0,-1.3780701304890564,-0.8512904349262685,1,0,0,1,1.1967213114754098
13272,0,239000.0,-1.3780701304890564,-1.2400818495300139,1,0,0,1,1.0786885245901638
13274,0,250000.0,-2.160331915235722,-1.169392501420242,0,0,0,1,1.1967213114754098
13275,1,245000.0,-1.3780701304890564,-0.15617851184684517,1,0,0,1,1.2426229508196722
13276,1,279000.0,0.9687152237509414,0.11479732257394698,0,1,0,1,1.0163934426229508
13277,1,699000.0,0.18645343900427552,0.5389334112325782,1,0,0,1,1.0786885245901638
13278,1,425000.0,2.5332387932442733,0.7038752234887126,0,0,0,0,0.7816393442622951
13279,1,412542.0,0.18645343900427552,0.07945264851906104,1,0,0,1,1.0786885245901638
13280,1,525000.0,-0.5958083457423904,0.1501419966288329,1,1,0,1,1.1114754098360655
13281,1,895000.0,1.7509770084976073,1.587492074860861,0,1,0,1,1.0786885245901638
13282,1,675000.0,4.097762362737605,3.7435171922089028,1,0,0,1,0.8163934426229508
13283,0,349273.0,-0.5958083457423904,-0.34468344013957014,1,0,0,1,1.1114754098360655
13284,0,395000.0,-0.5958083457423904,-0.14439695382854986,1,0,0,1,1.1114754098360655
13285,1,380000.0,-0.5958083457423904,-0.3800281141944561,1,1,0,1,0.8852459016393442
13286,1,395000.0,0.9687152237509414,0.32686536690326257,1,0,0,1,0.7816393442622951
13287,1,334000.0,0.18645343900427552,0.32686536690326257,0,1,0,1,1.1114754098360655
13288,0,279000.0,0.18645343900427552,-0.7923826448347919,1,0,0,1,1.1114754098360655
13289,1,325000.0,1.7509770084976073,1.4225502626047266,1,1,1,1,1.2754098360655737
13290,1,975000.0,1.7509770084976073,1.210482218275411,1,1,0,0,1.1967213114754098
13291,1,339000.0,-0.5958083457423904,0.8216908036716657,1,0,0,1,1.0786885245901638
13292,1,349000.0,1.7509770084976073,1.0337588480009812,0,1,0,1,1.1114754098360655
13294,0,199900.0,-1.3780701304890564,-1.0869215952921747,1,0,0,1,1.2754098360655737
13295,0,225000.0,-0.5958083457423904,-0.026581373645596755,1,0,0,1,0.7816393442622951
13296,1,285000.0,0.18645343900427552,0.20904978672030947,0,0,0,1,0.6524590163934426
13297,0,195000.0,-1.3780701304890564,-0.8866351089811545,0,1,0,1,1.0786885245901638
13298,0,399000.0,0.18645343900427552,-0.14439695382854986,1,0,0,1,1.1967213114754098
13299,1,1040588.0,2.5332387932442733,1.9762834894646062,0,0,0,1,0.6524590163934426
13300,1,349000.0,0.9687152237509414,3.1662208493124324,1,1,0,1,1.0163934426229508
13301,0,294000.0,-1.3780701304890564,-0.8748535509628591,1,0,0,1,1.0786885245901638
13302,1,295000.0,0.18645343900427552,0.09123420653735635,0,1,0,0,1.2426229508196722
13303,1,160000.0,-0.5958083457423904,-0.8748535509628591,1,0,0,0,1.0786885245901638
13305,0,245000.0,-1.3780701304890564,-1.0869215952921747,1,0,0,1,1.1967213114754098
13306,0,125000.0,-1.3780701304890564,-1.287208081603195,1,0,0,0,1.0163934426229508
13307,1,569000.0,0.9687152237509414,0.833472361689961,1,1,0,1,1.2426229508196722
13308,0,199000.0,-0.5958083457423904,-0.8395088769079733,0,0,0,1,1.1114754098360655
13309,0,300000.0,-1.3780701304890564,-0.3800281141944561,0,0,0,1,0.7816393442622951
13310,0,215000.0,0.18645343900427552,-0.3800281141944561,0,0,0,1,0.6524590163934426
13311,0,675000.0,-0.5958083457423904,0.09123420653735635,1,0,0,1,1.2426229508196722
13312,0,264000.0,-1.3780701304890564,-0.9926691311458122,1,0,0,1,1.0163934426229508
13313,0,75000.0,-2.160331915235722,-1.5110576839508059,0,0,0,1,0.7816393442622951
13314,1,375000.0,0.18645343900427552,-0.06192604770048269,1,0,0,1,1.0786885245901638
13315,1,365000.0,0.18645343900427552,-0.03836293166389207,1,1,0,1,0.6524590163934426
13316,1,475000.0,0.18645343900427552,-0.026581373645596755,1,0,0,1,1.2426229508196722
13317,1,635000.0,0.9687152237509414,0.6214043173606454,1,0,0,0,1.2754098360655737
13318,1,349000.0,0.9687152237509414,0.1501419966288329,0,1,0,1,1.1114754098360655
13319,1,55000.0,-0.5958083457423904,-0.6274408325786576,0,0,0,0,0.6524590163934426
13320,0,298000.0,-0.5958083457423904,-0.5449699264505904,1,0,0,1,1.1114754098360655
13321,0,293000.0,-0.5958083457423904,-0.4035912302310467,0,0,0,1,0.8163934426229508
13322,0,995000.0,-0.5958083457423904,-0.9337613410543357,0,0,0,1,1.0163934426229508
13323,1,229999.0,0.9687152237509414,0.09123420653735635,1,1,0,1,0.6524590163934426
13324,1,799000.0,0.9687152237509414,0.5624965272691688,1,1,0,1,1.1967213114754098
13325,1,183000.0,1.7509770084976073,0.3386469249215579,0,1,0,1,1.0163934426229508
13326,1,129000.0,-0.5958083457423904,-0.945542899072631,1,0,0,1,0.7816393442622951
13327,0,119950.0,-1.3780701304890564,-1.0162322471824028,0,0,0,1,1.0163934426229508
13328,0,160000.0,-2.160331915235722,-1.204737175475128,0,0,0,1,1.0163934426229508
13329,1,695000.0,1.7509770084976073,3.6963909601357217,1,1,0,1,1.0786885245901638
13330,1,940000.0,1.7509770084976073,1.7406523290987,1,1,1,1,1.2426229508196722
13331,0,326500.0,0.18645343900427552,-0.4035912302310467,1,0,0,1,0.7816393442622951
13332,0,150000.0,-1.3780701304890564,-1.204737175475128,1,0,0,1,1.1967213114754098
13333,1,289000.0,3.3155005779909392,2.471108926233009,0,0,0,0,0.6524590163934426
13334,1,220000.0,1.7509770084976073,0.5978412013240547,1,1,0,1,0.6524590163934426
13335,1,725000.0,0.18645343900427552,0.833472361689961,1,0,1,1,1.2754098360655737
13336,1,455000.0,0.18645343900427552,-0.26221253401150296,1,1,0,1,1.0786885245901638
13338,0,225000.0,-0.5958083457423904,-0.8512904349262685,1,0,0,1,1.1967213114754098
13339,0,560000.0,-0.5958083457423904,-0.6510039486152482,1,0,0,1,1.1967213114754098
13340,1,535000.0,-0.5958083457423904,0.0323264164458798,1,1,0,1,1.2426229508196722
13341,1,95000.0,0.9687152237509414,-0.6156592745603623,0,0,0,1,0.7816393442622951
13342,1,335000.0,0.18645343900427552,0.20904978672030947,0,1,0,1,1.0163934426229508
13343,0,255000.0,-0.5958083457423904,-0.7452564127616107,1,0,0,1,0.8852459016393442
13344,1,330000.0,0.18645343900427552,1.057321964037572,0,1,0,0,1.0163934426229508
13345,1,318000.0,0.18645343900427552,-0.4271543462676373,1,1,0,1,1.2754098360655737
13346,1,549000.0,0.18645343900427552,0.2561760187934907,1,0,0,1,1.2754098360655737
13347,0,450000.0,0.18645343900427552,-0.43893590428593265,1,0,0,1,1.0163934426229508
13348,0,287000.0,-0.5958083457423904,0.5624965272691688,1,1,0,1,1.0163934426229508
13349,0,125000.0,-1.3780701304890564,-1.0162322471824028,1,0,0,1,0.7816393442622951
13350,0,215000.0,-0.5958083457423904,-0.3800281141944561,0,0,0,1,0.6524590163934426
13351,0,179000.0,-0.5958083457423904,-0.9337613410543357,0,0,0,1,1.0163934426229508
13352,1,95000.0,-1.3780701304890564,-1.322552755658081,0,0,0,1,0.8852459016393442
13353,1,675000.0,1.7509770084976073,3.342944219586862,1,0,0,1,1.2754098360655737
13354,1,239000.0,0.18645343900427552,0.008763300409289177,1,1,0,1,1.0163934426229508
13355,0,240000.0,0.18645343900427552,-0.603877716542067,1,0,0,1,1.1114754098360655
13356,0,120000.0,-0.5958083457423904,-0.43893590428593265,0,0,0,1,0.8163934426229508
13357,1,310000.0,0.18645343900427552,-0.30933876608468425,0,1,0,1,1.2754098360655737
13358,1,120000.0,-0.5958083457423904,-0.43893590428593265,0,0,0,1,0.6524590163934426
13359,0,155000.0,-1.3780701304890564,-1.1458293853836512,1,0,0,1,1.0163934426229508
13360,0,226500.0,-0.5958083457423904,-0.8041642028530873,0,0,0,1,0.6524590163934426
13361,1,372000.0,0.18645343900427552,0.32686536690326257,0,1,0,1,1.1967213114754098
13362,0,160000.0,-0.5958083457423904,-0.639222390596953,1,0,0,1,1.0163934426229508
13364,0,195000.0,-2.160331915235722,-1.3107711976397856,0,0,0,1,1.0163934426229508
13365,1,379000.0,0.18645343900427552,1.634618306934042,1,1,0,1,1.2754098360655737
13366,1,189900.0,-0.5958083457423904,-0.5214068104139998,1,1,0,1,0.6524590163934426
13367,0,260000.0,0.18645343900427552,0.4682440631228063,1,0,0,1,1.0163934426229508
13368,0,220000.0,-0.5958083457423904,-0.5685330424871811,1,0,0,1,0.7816393442622951
13369,1,495000.0,0.9687152237509414,0.8805985937631422,1,1,0,1,1.2426229508196722
13370,0,280000.0,-0.5958083457423904,-0.6981301806884295,1,0,0,1,1.0786885245901638
13371,1,569000.0,2.5332387932442733,1.5639289588242702,1,0,0,1,1.1114754098360655
13372,0,229000.0,-1.3780701304890564,-0.9337613410543357,1,1,0,1,1.0163934426229508
13373,1,115000.0,-0.5958083457423904,0.6803121074521219,0,0,0,0,1.0786885245901638
13374,1,373200.0,0.18645343900427552,-0.14439695382854986,0,1,0,1,1.0786885245901638
13375,1,600000.0,0.9687152237509414,1.1515744281839344,1,1,0,1,1.2426229508196722
13376,1,234000.0,0.9687152237509414,-0.15617851184684517,0,1,0,1,0.7816393442622951
13377,1,629000.0,0.18645343900427552,1.6228367489157467,1,0,0,1,1.2426229508196722
13378,1,450000.0,0.9687152237509414,0.4446809470862157,0,1,0,1,1.2754098360655737
13379,1,142500.0,0.18645343900427552,-0.5331883684322951,0,0,0,1,0.7816393442622951
13380,1,1050000.0,1.7509770084976073,3.979148352574809,1,1,0,1,1.2754098360655737
13381,0,268000.0,-0.5958083457423904,-0.639222390596953,0,0,0,1,1.0163934426229508
13383,1,99000.0,0.9687152237509414,-0.03836293166389207,0,1,0,0,0.7816393442622951
13384,1,425000.0,0.18645343900427552,-0.06192604770048269,0,0,0,1,1.1114754098360655
13385,1,219000.0,0.18645343900427552,0.9512879418729141,0,0,0,1,1.0163934426229508
13386,0,239000.0,-1.3780701304890564,-0.910198225017745,0,0,0,1,1.2754098360655737
13387,0,242500.0,-0.5958083457423904,-0.6627855066335435,1,0,0,1,0.8163934426229508
13388,0,495000.0,0.18645343900427552,-0.026581373645596755,1,0,0,1,0.7816393442622951
13389,0,245000.0,-1.3780701304890564,-0.5567514844688858,0,1,0,1,1.0163934426229508
13390,1,99000.0,-0.5958083457423904,-0.910198225017745,1,0,0,1,0.8163934426229508
13391,0,149000.0,-2.160331915235722,-1.4050236617861482,1,0,1,1,1.0163934426229508
13392,0,249999.0,-1.3780701304890564,-0.8512904349262685,1,1,0,1,1.2754098360655737
13393,0,229000.0,-0.5958083457423904,-0.6863486226701342,0,0,0,1,1.1967213114754098
13394,0,189000.0,-2.160331915235722,-1.322552755658081,1,0,0,1,1.0163934426229508
13395,1,545000.0,0.9687152237509414,0.40933627303132974,1,1,0,1,1.2426229508196722
13396,1,289000.0,0.9687152237509414,0.1501419966288329,1,1,0,1,1.1114754098360655
13397,1,323756.0,0.18645343900427552,-0.14439695382854986,1,0,0,1,1.0163934426229508
13398,0,265000.0,-0.5958083457423904,-0.6745670646518389,1,0,0,1,1.1114754098360655
13399,0,219000.0,-0.5958083457423904,-0.9691060151092217,1,0,0,1,1.1967213114754098
13400,1,95000.0,-0.5958083457423904,-0.026581373645596755,1,0,0,0,0.6524590163934426
13401,0,279182.0,-0.5958083457423904,-0.5214068104139998,1,1,0,1,1.0163934426229508
13402,1,219000.0,0.18645343900427552,-0.026581373645596755,1,0,0,1,1.0163934426229508
13403,1,279000.0,0.9687152237509414,-0.6156592745603623,1,1,0,1,0.8852459016393442
13404,1,550000.0,0.18645343900427552,0.48002562114110164,1,1,0,1,1.2426229508196722
13405,1,398000.0,0.18645343900427552,0.38577315699473913,1,1,0,1,1.0163934426229508
13406,1,359000.0,0.18645343900427552,0.22083134473860477,1,0,0,1,1.1114754098360655
13407,1,349000.0,0.18645343900427552,0.5035887371776923,1,1,0,1,1.0786885245901638
13408,1,220000.0,0.18645343900427552,-0.3800281141944561,1,1,0,1,1.0786885245901638
13409,1,795000.0,1.7509770084976073,1.7406523290987,1,0,0,0,1.2426229508196722
13410,0,357000.0,-0.5958083457423904,-0.5920961585237717,1,1,0,1,1.1967213114754098
13411,0,225000.0,-1.3780701304890564,-1.169392501420242,0,0,0,1,1.1967213114754098
13412,1,895000.0,0.9687152237509414,1.3872055885498407,1,1,0,1,1.1114754098360655
13413,0,730000.0,-0.5958083457423904,-0.3918096722127514,0,0,0,1,1.0163934426229508
13414,0,293000.0,-0.5958083457423904,-0.5920961585237717,1,0,0,1,1.0786885245901638
13415,1,359500.0,0.18645343900427552,0.0323264164458798,0,0,0,1,0.7816393442622951
13416,1,285000.0,0.18645343900427552,0.4446809470862157,0,1,0,1,1.0163934426229508
13417,1,129999.0,0.18645343900427552,0.06767109050076574,1,1,0,1,0.6524590163934426
13418,1,375000.0,0.18645343900427552,0.2561760187934907,1,0,0,1,1.0786885245901638
13419,1,465000.0,0.9687152237509414,1.0337588480009812,1,1,0,1,0.8163934426229508
13420,1,379000.0,0.9687152237509414,0.38577315699473913,1,1,0,1,0.8163934426229508
13421,1,220000.0,0.18645343900427552,1.5050211687327937,0,0,0,1,0.6524590163934426
13422,1,178000.0,0.18645343900427552,-0.41537278824934204,0,0,0,1,1.2426229508196722
13423,1,219000.0,0.18645343900427552,0.8099092456533703,0,0,0,1,1.0786885245901638
13424,1,235000.0,0.18645343900427552,-0.026581373645596755,1,1,0,1,1.2426229508196722
13425,1,189000.0,0.18645343900427552,-0.43893590428593265,0,0,0,1,0.7816393442622951
13426,1,219000.0,-0.5958083457423904,-0.7923826448347919,1,1,0,1,0.6524590163934426
13427,0,269000.0,-1.3780701304890564,-1.0280138052006982,1,1,0,1,1.0786885245901638
13428,1,399000.0,0.9687152237509414,-0.26221253401150296,1,1,0,1,1.1114754098360655
13429,1,289000.0,0.18645343900427552,0.4446809470862157,1,1,0,1,1.0786885245901638
13430,1,295000.0,0.18645343900427552,-0.5685330424871811,1,1,0,1,0.8163934426229508
13431,0,259000.0,0.18645343900427552,0.09123420653735635,1,0,0,1,0.7816393442622951
13432,0,185000.0,-1.3780701304890564,-1.1104847113287655,0,0,0,1,1.0163934426229508
13433,0,120000.0,-0.5958083457423904,-0.9219797830360404,0,1,0,1,1.0163934426229508
13434,1,225000.0,0.18645343900427552,-0.26221253401150296,1,1,0,1,1.2754098360655737
13435,0,290000.0,-0.5958083457423904,-0.6863486226701342,1,1,0,1,1.0163934426229508
13436,1,378000.0,0.18645343900427552,1.0337588480009812,0,0,0,1,1.1114754098360655
13437,1,439000.0,0.18645343900427552,0.32686536690326257,0,0,0,1,1.1114754098360655
13438,1,325995.0,0.18645343900427552,0.4446809470862157,1,1,0,1,0.6524590163934426
13439,0,325000.0,-0.5958083457423904,-0.7923826448347919,1,0,0,1,1.2754098360655737
13440,1,389000.0,0.18645343900427552,0.38577315699473913,1,0,0,0,1.2754098360655737
13441,1,385000.0,0.9687152237509414,0.6920936654704172,0,0,0,1,1.0163934426229508
13442,1,298000.0,0.18645343900427552,0.20904978672030947,1,1,0,1,1.2754098360655737
13443,0,378900.0,0.18645343900427552,0.5624965272691688,1,1,0,1,1.2426229508196722
13444,0,174000.0,-1.3780701304890564,-1.134047827365356,0,0,0,1,1.1967213114754098
13445,1,357000.0,0.18645343900427552,-0.0030182576090061336,1,1,0,1,1.2754098360655737
13446,1,220000.0,0.18645343900427552,-0.34468344013957014,0,0,0,1,0.8852459016393442
13447,1,249000.0,0.9687152237509414,0.644967433397236,1,0,0,1,0.7816393442622951
13448,0,282000.0,-0.5958083457423904,-0.639222390596953,1,0,0,1,1.1114754098360655
13449,0,475000.0,-0.5958083457423904,-0.7334748547433154,0,0,0,1,1.1967213114754098
13451,1,215000.0,0.18645343900427552,-0.15617851184684517,1,0,0,1,1.0163934426229508
13452,0,379000.0,-0.5958083457423904,-0.7334748547433154,1,1,0,1,1.1114754098360655
13453,1,408000.0,0.18645343900427552,-0.33290188212127486,0,0,0,1,1.1114754098360655
13454,1,1200000.0,0.9687152237509414,1.5050211687327937,1,1,0,1,1.2754098360655737
13455,1,289000.0,0.18645343900427552,0.6803121074521219,0,0,0,1,0.6524590163934426
13456,0,390000.0,-0.5958083457423904,0.6567489914155313,1,0,0,0,1.1967213114754098
13457,1,525000.0,0.18645343900427552,0.43289938906792036,1,0,0,1,1.1967213114754098
13458,0,379000.0,-0.5958083457423904,-0.7334748547433154,0,1,0,1,1.0163934426229508
13459,1,419000.0,0.18645343900427552,1.6581814229706326,1,1,0,1,0.6524590163934426
13460,0,247925.0,-0.5958083457423904,-0.5567514844688858,1,0,0,1,1.1114754098360655
13461,1,375000.0,0.18645343900427552,-0.026581373645596755,1,0,0,1,1.2754098360655737
13462,0,239000.0,-0.5958083457423904,-0.6745670646518389,1,0,0,1,0.8163934426229508
13463,0,319000.0,0.18645343900427552,-0.43893590428593265,0,0,0,1,1.1967213114754098
13464,0,350000.0,-0.5958083457423904,-0.9691060151092217,0,0,0,1,1.1967213114754098
13465,1,425000.0,0.9687152237509414,0.644967433397236,0,0,0,0,1.0786885245901638
13466,1,299000.0,-0.5958083457423904,-0.6156592745603623,1,0,0,1,1.2754098360655737
13467,0,380000.0,-0.5958083457423904,-0.5449699264505904,1,0,0,1,1.0163934426229508
13468,1,240000.0,0.9687152237509414,0.09123420653735635,0,0,0,1,0.8852459016393442
13469,1,200000.0,-0.5958083457423904,-0.46249902032252327,0,1,0,1,1.0786885245901638
13470,1,240000.0,-0.5958083457423904,-0.6156592745603623,1,1,0,1,0.7816393442622951
13471,0,350000.0,0.18645343900427552,-0.43893590428593265,1,0,0,1,1.0786885245901638
13472,1,349000.0,0.18645343900427552,0.32686536690326257,1,1,0,1,1.0786885245901638
13473,1,449000.0,0.9687152237509414,0.9748510579095047,0,0,0,1,1.0163934426229508
13474,0,195000.0,-0.5958083457423904,-0.7688195287982014,1,0,0,1,1.0786885245901638
13475,0,215000.0,-1.3780701304890564,-1.134047827365356,1,0,0,1,1.1114754098360655
13476,1,475000.0,0.18645343900427552,0.5624965272691688,1,1,0,0,1.2754098360655737
13477,1,295000.0,2.5332387932442733,1.823123235226767,0,1,0,0,0.7816393442622951
13478,1,549000.0,1.7509770084976073,0.4918071791593969,0,1,0,1,1.0163934426229508
13479,1,289000.0,0.18645343900427552,-0.2739940920297983,0,1,0,1,1.0163934426229508
13480,1,433000.0,0.18645343900427552,0.43289938906792036,0,0,0,1,1.0163934426229508
13481,0,125000.0,-1.3780701304890564,-1.0515769212372887,0,0,0,1,1.0786885245901638
13482,1,169000.0,0.18645343900427552,-0.6156592745603623,1,0,0,1,0.6524590163934426
13483,1,450000.0,0.18645343900427552,0.9748510579095047,1,1,0,1,1.0163934426229508
13484,0,155234.0,0.18645343900427552,0.40933627303132974,1,0,0,1,1.2426229508196722
13485,1,225000.0,-1.3780701304890564,-0.9337613410543357,0,1,0,1,1.0163934426229508
13486,1,279000.0,-0.5958083457423904,-0.7570379707799061,0,0,0,1,1.2754098360655737
13487,1,210000.0,0.18645343900427552,-0.6981301806884295,1,1,0,1,0.6524590163934426
13488,0,262200.0,-0.5958083457423904,-0.7099117387067247,1,0,0,1,1.1114754098360655
13489,1,750000.0,1.7509770084976073,3.5078860318429967,1,1,0,1,1.2426229508196722
13490,1,655000.0,0.18645343900427552,0.798127687635075,1,1,1,1,1.2754098360655737
13491,0,235000.0,-0.5958083457423904,-0.945542899072631,1,0,0,1,1.2754098360655737
13492,0,454500.0,0.18645343900427552,-0.14439695382854986,1,0,0,1,1.2426229508196722
13493,0,225000.0,-1.3780701304890564,-0.9691060151092217,0,0,0,1,1.2754098360655737
13494,0,160000.0,-0.5958083457423904,-0.8512904349262685,0,0,0,1,1.0786885245901638
13495,0,345000.0,0.18645343900427552,-0.47428057834081855,0,0,0,1,1.0786885245901638
13496,0,110000.0,-2.160331915235722,-1.4639314518776247,1,0,0,1,1.0163934426229508
13497,0,215000.0,-1.3780701304890564,-1.0044506891641076,1,0,0,1,1.0786885245901638
13498,0,485000.0,-0.5958083457423904,-0.8984166669994498,0,0,0,1,1.2754098360655737
13499,1,220000.0,0.18645343900427552,-0.3800281141944561,1,1,0,1,0.7816393442622951
13500,1,399000.0,0.18645343900427552,0.38577315699473913,0,1,0,1,1.1114754098360655
13501,1,289000.0,0.9687152237509414,0.5153702951959875,1,0,0,1,1.2754098360655737
13502,0,249000.0,-0.5958083457423904,-0.5803146005054763,1,0,0,1,0.6524590163934426
13503,1,1225000.0,1.7509770084976073,2.5889245064159625,0,0,1,1,0.7816393442622951
13504,1,190000.0,0.18645343900427552,-0.19152318590173112,0,0,0,1,0.6524590163934426
13505,1,750000.0,0.9687152237509414,1.4461133786413172,0,1,0,1,1.2754098360655737
13506,0,365000.0,-0.5958083457423904,-0.7216932967250201,1,0,0,1,1.0786885245901638
13507,1,99999.0,-0.5958083457423904,-0.4978436943774092,1,1,0,0,0.6524590163934426
13508,0,169000.0,-1.3780701304890564,-1.134047827365356,1,0,0,1,1.0786885245901638
13509,0,375000.0,-0.5958083457423904,-0.6274408325786576,1,0,0,0,1.1967213114754098
13510,1,279000.0,-0.5958083457423904,-0.33290188212127486,0,0,0,1,1.1967213114754098
13511,1,260000.0,-0.5958083457423904,-0.26221253401150296,1,1,0,0,1.1114754098360655
13512,1,332000.0,0.9687152237509414,-0.12083383779195925,1,1,0,1,1.0163934426229508
13513,0,347600.0,-0.5958083457423904,-0.4978436943774092,1,0,0,1,1.0786885245901638
13514,1,355500.0,0.18645343900427552,-0.20330474392002643,0,1,1,1,0.6524590163934426
13515,1,159000.0,0.9687152237509414,-0.13261539581025455,1,1,0,1,0.6524590163934426
13516,1,90000.0,-0.5958083457423904,-1.0751400372738795,1,0,0,1,0.6524590163934426
13517,0,229900.0,-0.5958083457423904,-0.9691060151092217,0,0,0,1,1.1114754098360655
13518,0,220000.0,-0.5958083457423904,-0.7334748547433154,1,0,0,1,1.0163934426229508
13519,1,240000.0,0.9687152237509414,0.11479732257394698,1,1,0,1,0.6524590163934426
13520,1,320000.0,-0.5958083457423904,1.9762834894646062,1,1,0,1,1.0786885245901638
13521,1,349000.0,5.662285932230937,1.3872055885498407,1,1,0,0,0.7816393442622951
13522,0,235000.0,-0.5958083457423904,-0.8395088769079733,1,0,0,1,1.2754098360655737
13523,1,320000.0,0.9687152237509414,1.328297798458364,1,0,0,1,1.0163934426229508
13524,0,295000.0,-1.3780701304890564,-1.0869215952921747,0,0,0,1,1.1967213114754098
13525,0,455000.0,-0.5958083457423904,-0.603877716542067,1,1,0,1,1.0163934426229508
13526,1,365000.0,1.7509770084976073,0.8688170357448469,0,1,0,1,1.1114754098360655
13527,0,205000.0,-0.5958083457423904,-0.41537278824934204,1,1,0,1,0.7816393442622951
13528,1,150000.0,0.18645343900427552,0.9159432678180282,0,0,0,0,0.6524590163934426
13529,0,189000.0,-1.3780701304890564,-0.9337613410543357,0,0,0,0,1.1967213114754098
13531,0,299000.0,-0.5958083457423904,-0.6981301806884295,0,0,0,1,1.1967213114754098
13532,1,315000.0,0.18645343900427552,0.17370511266542354,1,1,0,1,0.6524590163934426
13534,0,165000.0,-0.5958083457423904,-0.7570379707799061,0,0,0,1,0.8163934426229508
13535,1,299000.0,0.18645343900427552,-0.08548916373707331,1,0,0,1,1.0786885245901638
13536,0,224500.0,-0.5958083457423904,-0.7923826448347919,1,0,0,1,1.1114754098360655
13537,1,385000.0,0.9687152237509414,0.4446809470862157,0,0,0,1,1.0163934426229508
13538,0,259000.0,-0.5958083457423904,-0.8984166669994498,1,0,0,1,1.1967213114754098
13539,1,297628.0,0.18645343900427552,0.07945264851906104,0,1,0,1,1.0163934426229508
13540,0,295000.0,-0.5958083457423904,-0.7334748547433154,1,0,0,1,1.1114754098360655
13541,0,195000.0,-0.5958083457423904,-0.8512904349262685,0,0,0,1,1.1114754098360655
13542,0,785000.0,-0.5958083457423904,0.5271518532142828,1,0,1,1,1.1114754098360655
13543,0,350000.0,-0.5958083457423904,-0.5567514844688858,1,0,0,1,1.0786885245901638
13544,1,350000.0,0.9687152237509414,0.5624965272691688,1,1,0,1,1.0163934426229508
13545,1,569000.0,0.9687152237509414,2.6242691804708485,0,1,0,1,1.1114754098360655
13546,1,625000.0,0.18645343900427552,1.9527203734280154,1,0,0,1,1.2754098360655737
13547,1,205000.0,0.18645343900427552,-0.0030182576090061336,0,1,0,1,1.2426229508196722
